ID,income_segment,age_segment
4284185,"High Income",Adult
8596007,"Medium Income",Senior
11193883,"High Income",Senior
138930,"Low Income",Adult
15570207,"Medium Income",Adult
8390600,"Medium Income",Senior
12055767,"Medium Income",Adult
14918814,"Low Income",Adult
15077675,"Medium Income",Adult
12556379,"Medium Income",Adult
13802687,"High Income",Adult
1595306,"Medium Income",Adult
3321136,"Medium Income",Adult
290861,"High Income",Senior
10591714,"High Income",Senior
1511908,"High Income",Senior
9822083,"Low Income",Adult
9962491,"High Income",Adult
1043514,"High Income",Senior
3585896,"High Income",Adult
2742084,"Low Income",Adult
13356218,"Low Income",Adult
13676044,"High Income",Senior
7267575,"Medium Income",Senior
12709363,"High Income",Senior
9849033,"Medium Income",Adult
7149847,"Medium Income",Senior
10773194,"Medium Income",Senior
15080521,"High Income",Senior
15163796,"High Income",Senior
3019233,"Medium Income",Senior
4202618,"Medium Income",Senior
14127149,"High Income",Senior
10881197,"Low Income",Senior
10429226,"Medium Income",Senior
13536741,"Medium Income",Senior
16706817,"Medium Income",Adult
6461650,"Medium Income",Adult
7993215,"High Income",Senior
12065833,"Low Income",Senior
14537749,"High Income",Senior
559891,"High Income",Senior
4978083,"High Income",Senior
12769313,"High Income",Adult
8314785,"High Income",Senior
10253729,"Low Income",Senior
2230095,"Low Income",Senior
13903182,"High Income",Senior
14957127,"Medium Income",Senior
4884057,"High Income",Senior
13407815,"Medium Income",Adult
11919166,"High Income",Senior
446820,"Medium Income",Senior
14322943,"Medium Income",Adult
15590337,"Medium Income",Adult
4197272,"High Income",Senior
4970561,"Medium Income",Adult
16379603,"Low Income",Adult
9552408,"Medium Income",Adult
14095539,"Low Income",Senior
14216000,"High Income",Senior
3000887,"High Income",Senior
8346117,"High Income",Adult
12920649,"Medium Income",Senior
4674830,"Medium Income",Adult
10853475,"Medium Income",Senior
10152782,"Low Income",Adult
5119220,"Low Income",Adult
13488605,"Medium Income",Adult
2259606,"Medium Income",Adult
493826,"Medium Income",Adult
6603454,"High Income",Senior
13285980,"High Income",Senior
8638714,"High Income",Adult
12571767,"Medium Income",Senior
2457942,"High Income",Senior
13280520,"Low Income",Adult
11075437,"Low Income",Adult
11793933,"Low Income",Adult
11029656,"Low Income",Senior
2932151,"Low Income",Adult
5890121,"Low Income",Adult
16595866,"High Income",Senior
761167,"Medium Income",Senior
12817504,"Medium Income",Senior
11196888,"Medium Income",Adult
11195951,"Medium Income",Senior
14196510,"High Income",Senior
11597368,"High Income",Adult
513351,"Low Income",Adult
12600367,"High Income",Adult
10178352,"High Income",Senior
11343588,"Medium Income",Senior
8582453,"High Income",Senior
11462097,"Medium Income",Adult
7071314,"Low Income",Adult
14153663,"Low Income",Senior
1613037,"Low Income",Senior
9708579,"Medium Income",Senior
12701835,"High Income",Senior
15021926,"High Income",Senior
7931572,"Medium Income",Senior
5437069,"Low Income",Senior
3383192,"High Income",Senior
8159288,"High Income",Senior
3125249,"Medium Income",Senior
3520199,"High Income",Senior
8523287,"Medium Income",Senior
2446202,"Low Income",Senior
6697550,"Medium Income",Senior
12186045,"High Income",Adult
10065616,"Medium Income",Adult
13782604,"Medium Income",Senior
10963675,"Medium Income",Adult
1204185,"High Income",Adult
15643755,"High Income",Senior
13256717,"High Income",Senior
16315886,"Low Income",Adult
2489745,"High Income",Adult
14673194,"Low Income",Senior
14908608,"High Income",Adult
4880331,"High Income",Senior
12637341,"Medium Income",Adult
12312448,"High Income",Adult
6722425,"Low Income",Senior
15637600,"Low Income",Senior
14151418,"High Income",Senior
9643923,"High Income",Senior
8866992,"High Income",Senior
1796961,"High Income",Senior
10154729,"Low Income",Adult
6356446,"Low Income",Adult
14276893,"Low Income",Senior
4040603,"Medium Income",Adult
11252154,"Low Income",Adult
15627051,"Low Income",Senior
11959692,"Medium Income",Senior
14028982,"Medium Income",Senior
1677724,"High Income",Adult
8019675,"Medium Income",Senior
4343141,"High Income",Adult
13980512,"Medium Income",Adult
14246680,"High Income",Senior
968754,"High Income",Adult
1252919,"High Income",Adult
8848059,"Medium Income",Senior
7017900,"Low Income",Adult
13930463,"Medium Income",Adult
13025260,"Medium Income",Senior
4460439,"Low Income",Adult
3595487,"High Income",Adult
16746522,"Low Income",Senior
15876347,"High Income",Adult
1743673,"Low Income",Senior
14176117,"Low Income",Adult
13771734,"High Income",Adult
13372891,"Medium Income",Senior
9123755,"Low Income",Senior
11339759,"Low Income",Adult
14297180,"Low Income",Adult
5879014,"Medium Income",Senior
3781690,"High Income",Adult
7068564,"Medium Income",Senior
10232884,"High Income",Senior
10450976,"Low Income",Senior
6931690,"Medium Income",Senior
5791104,"High Income",Senior
8751341,"Low Income",Senior
9858788,"Low Income",Senior
2633378,"Medium Income",Senior
13350045,"High Income",Senior
9662121,"High Income",Senior
4259570,"Medium Income",Adult
11686485,"Medium Income",Adult
9309262,"High Income",Senior
73998,"High Income",Senior
1355898,"High Income",Adult
2374677,"High Income",Senior
6983505,"Low Income",Adult
7645881,"Medium Income",Senior
9305205,"Medium Income",Adult
13332836,"Low Income",Adult
12096214,"Low Income",Adult
10586781,"Medium Income",Adult
15539389,"Low Income",Adult
386667,"Medium Income",Adult
656260,"High Income",Senior
15100925,"High Income",Adult
10185650,"Medium Income",Senior
6920832,"High Income",Senior
12743246,"Medium Income",Senior
14038631,"Low Income",Senior
10511097,"Low Income",Senior
3193818,"High Income",Adult
2423951,"Low Income",Adult
9969662,"Low Income",Senior
9497599,"High Income",Senior
13997222,"Low Income",Adult
14181606,"High Income",Adult
1410390,"High Income",Adult
8733901,"Low Income",Adult
5148876,"High Income",Adult
14564678,"Medium Income",Senior
13563331,"Low Income",Senior
9480337,"High Income",Senior
3056122,"Medium Income",Senior
4187384,"High Income",Senior
14264529,"High Income",Adult
13233207,"Low Income",Senior
1764442,"Low Income",Senior
15050135,"High Income",Adult
8530864,"Low Income",Senior
5250861,"High Income",Senior
10368317,"Low Income",Adult
16022516,"Medium Income",Adult
15209997,"Low Income",Adult
4326596,"Low Income",Adult
6856831,"High Income",Senior
5311236,"Low Income",Senior
12042154,"Low Income",Adult
9137402,"High Income",Adult
3646553,"Medium Income",Adult
1748771,"Low Income",Adult
11281980,"High Income",Senior
6053967,"High Income",Adult
8373098,"High Income",Adult
12504946,"Low Income",Adult
12864672,"Medium Income",Adult
7980961,"Low Income",Senior
1714418,"Medium Income",Senior
1977063,"High Income",Senior
10754691,"High Income",Senior
8677210,"High Income",Senior
7179456,"Low Income",Adult
6922801,"High Income",Senior
3786856,"High Income",Senior
4852113,"Medium Income",Senior
4970348,"High Income",Senior
15970586,"Medium Income",Senior
11562254,"High Income",Adult
7231535,"Medium Income",Senior
5827650,"Medium Income",Adult
1520915,"High Income",Senior
16139057,"Medium Income",Adult
2737049,"Medium Income",Senior
8342111,"Low Income",Adult
13246207,"High Income",Senior
9387529,"High Income",Adult
14727224,"Medium Income",Senior
15507974,"Medium Income",Senior
1865076,"Medium Income",Adult
8535587,"Medium Income",Adult
13616060,"Medium Income",Adult
8242563,"Medium Income",Senior
5847264,"High Income",Senior
6135408,"High Income",Adult
16646244,"Medium Income",Senior
15132754,"High Income",Senior
5014044,"Medium Income",Senior
14302303,"Low Income",Adult
13431773,"Medium Income",Senior
550906,"Medium Income",Senior
6263739,"High Income",Senior
2732806,"Medium Income",Senior
7840633,"High Income",Senior
11237262,"Medium Income",Adult
7734795,"Medium Income",Adult
14834698,"Low Income",Senior
7687997,"Medium Income",Adult
12342919,"Medium Income",Senior
9235895,"High Income",Adult
1347228,"High Income",Senior
7718703,"High Income",Senior
10846641,"High Income",Adult
8834237,"High Income",Senior
1630219,"High Income",Adult
5730616,"High Income",Senior
10967368,"Medium Income",Adult
3745865,"Low Income",Senior
10350340,"Low Income",Adult
3754564,"Medium Income",Adult
11612653,"Low Income",Adult
4532539,"Medium Income",Senior
15027371,"High Income",Adult
16027671,"Low Income",Adult
6267647,"High Income",Adult
13109591,"High Income",Senior
15991319,"High Income",Senior
13625670,"Medium Income",Adult
10622089,"Medium Income",Senior
2679116,"Low Income",Adult
4955622,"High Income",Senior
3957036,"Medium Income",Senior
10427469,"Medium Income",Adult
6683948,"High Income",Senior
10064314,"High Income",Adult
13217596,"High Income",Adult
477285,"High Income",Senior
10050514,"Low Income",Senior
2179592,"Medium Income",Adult
6513631,"High Income",Adult
457933,"Medium Income",Senior
10354134,"High Income",Adult
2083699,"Medium Income",Senior
11320617,"High Income",Senior
2966902,"Low Income",Senior
15547426,"Low Income",Senior
6235075,"Medium Income",Adult
8904239,"High Income",Senior
14487760,"Medium Income",Senior
7801811,"Medium Income",Adult
13862346,"High Income",Senior
13948549,"Low Income",Senior
11256374,"Low Income",Senior
514231,"Low Income",Adult
6647711,"Low Income",Adult
13761,"Medium Income",Senior
5568331,"Low Income",Senior
2403232,"Low Income",Senior
741867,"High Income",Adult
13645018,"High Income",Senior
11029369,"Medium Income",Senior
10185489,"Low Income",Senior
1831662,"Low Income",Senior
1814385,"Medium Income",Senior
3610538,"Low Income",Senior
14054620,"Medium Income",Adult
12011384,"Low Income",Senior
2350791,"Medium Income",Adult
10036766,"Medium Income",Adult
15857414,"Medium Income",Senior
10318011,"Medium Income",Adult
2900018,"High Income",Senior
7399452,"Medium Income",Adult
99259,"Medium Income",Adult
10991377,"Low Income",Adult
14627909,"Low Income",Senior
9197112,"Low Income",Senior
12795468,"High Income",Adult
8283660,"Low Income",Senior
9470402,"Low Income",Adult
5673894,"Low Income",Adult
7238750,"Medium Income",Senior
11374480,"Medium Income",Adult
14950970,"Medium Income",Adult
4393306,"Low Income",Adult
5562846,"Low Income",Adult
5990426,"Low Income",Senior
6705842,"Medium Income",Adult
3201396,"High Income",Senior
2917648,"High Income",Senior
10521389,"Medium Income",Senior
15639613,"Low Income",Adult
1435125,"Medium Income",Senior
11215592,"High Income",Adult
3962082,"Medium Income",Senior
2719155,"High Income",Adult
16453356,"Low Income",Adult
5236560,"High Income",Adult
7328051,"Low Income",Adult
10003294,"High Income",Senior
13203703,"High Income",Adult
1871409,"High Income",Adult
6923872,"High Income",Adult
8443057,"Low Income",Adult
5382788,"Medium Income",Senior
13625604,"Low Income",Senior
13205171,"Low Income",Adult
15759007,"High Income",Adult
14813304,"Low Income",Adult
8556163,"Medium Income",Senior
16430287,"Medium Income",Senior
12831469,"Medium Income",Senior
16417829,"High Income",Senior
14549192,"High Income",Senior
8366355,"Medium Income",Senior
690770,"High Income",Senior
6379509,"High Income",Adult
10630710,"Low Income",Senior
15659474,"High Income",Adult
3904797,"High Income",Adult
13353665,"High Income",Senior
552317,"High Income",Senior
2913726,"Low Income",Adult
1974128,"Medium Income",Adult
8531780,"Medium Income",Adult
16650290,"Low Income",Senior
15045224,"Low Income",Adult
14041147,"High Income",Senior
13440019,"High Income",Senior
1964281,"Medium Income",Senior
4779322,"High Income",Senior
10743319,"Low Income",Senior
7758091,"High Income",Adult
9605906,"Medium Income",Senior
8026478,"Medium Income",Adult
3564818,"Low Income",Adult
813824,"Low Income",Senior
5933174,"Low Income",Senior
15582897,"Low Income",Adult
3796200,"Medium Income",Senior
1983650,"High Income",Senior
5318337,"High Income",Senior
12461559,"High Income",Adult
10024377,"Medium Income",Senior
13955232,"Low Income",Senior
4815976,"Medium Income",Adult
16094902,"High Income",Senior
3105145,"Medium Income",Senior
12538178,"Medium Income",Adult
2343268,"Medium Income",Senior
15621202,"Medium Income",Senior
11946606,"Low Income",Senior
12132594,"Low Income",Adult
7899911,"Medium Income",Senior
1801478,"Medium Income",Senior
2303942,"Medium Income",Adult
14254681,"Medium Income",Senior
4375038,"Medium Income",Adult
13539919,"Medium Income",Senior
10572184,"High Income",Senior
12940239,"Medium Income",Adult
14480223,"Medium Income",Senior
10644926,"High Income",Senior
810121,"High Income",Adult
762702,"Medium Income",Adult
283177,"High Income",Senior
4763172,"High Income",Adult
9956616,"Low Income",Senior
2154496,"Low Income",Adult
11197509,"Low Income",Adult
5869946,"Low Income",Adult
4663071,"Medium Income",Adult
1942429,"Medium Income",Senior
5839256,"Medium Income",Senior
14546050,"High Income",Senior
8092003,"High Income",Senior
16011772,"Low Income",Senior
2330083,"High Income",Adult
15954709,"High Income",Senior
11852610,"High Income",Senior
8210295,"High Income",Senior
2824082,"Low Income",Adult
11622156,"Medium Income",Senior
8305338,"Low Income",Senior
3722907,"Low Income",Senior
3071048,"Medium Income",Senior
9203704,"High Income",Adult
2363236,"High Income",Adult
11335897,"High Income",Senior
8756840,"Medium Income",Adult
1667822,"Medium Income",Senior
12715570,"Low Income",Adult
2196217,"High Income",Senior
4242441,"High Income",Senior
3437841,"Low Income",Senior
862120,"High Income",Senior
6575756,"Medium Income",Senior
10450637,"Medium Income",Adult
4294036,"High Income",Senior
4217722,"High Income",Senior
2086086,"High Income",Senior
8678350,"High Income",Senior
9342571,"Low Income",Adult
15333376,"Low Income",Adult
12976661,"High Income",Adult
2672487,"High Income",Senior
11815531,"High Income",Senior
5318039,"Low Income",Senior
15824698,"High Income",Senior
6426638,"Medium Income",Adult
9290499,"High Income",Senior
12114520,"High Income",Adult
12463011,"Low Income",Senior
11223157,"High Income",Adult
10733466,"Medium Income",Adult
13262829,"High Income",Senior
11663801,"Low Income",Adult
3559832,"Medium Income",Adult
5539773,"Low Income",Senior
8197025,"High Income",Senior
5141985,"Medium Income",Senior
14580212,"Low Income",Adult
7280349,"Low Income",Adult
12986058,"Medium Income",Senior
13063394,"High Income",Senior
1978473,"High Income",Senior
5319501,"High Income",Senior
3583872,"High Income",Senior
13488388,"Low Income",Senior
5294686,"High Income",Adult
9103675,"Medium Income",Senior
6308059,"Medium Income",Adult
9745041,"High Income",Senior
5560041,"Medium Income",Adult
6059420,"High Income",Senior
3995716,"High Income",Adult
9226832,"High Income",Senior
12390472,"High Income",Senior
696677,"High Income",Senior
3725124,"High Income",Adult
7013663,"High Income",Adult
4599598,"High Income",Senior
3986805,"Low Income",Senior
15395010,"High Income",Adult
10792165,"Low Income",Adult
6586171,"High Income",Adult
3578720,"Low Income",Adult
13103692,"Medium Income",Senior
845155,"Medium Income",Adult
6806956,"High Income",Adult
13071883,"High Income",Senior
391773,"Low Income",Senior
8062737,"Medium Income",Senior
15566006,"Low Income",Adult
4923876,"Low Income",Adult
8097401,"High Income",Adult
12187876,"Medium Income",Senior
12355911,"High Income",Adult
4213692,"High Income",Senior
14492920,"Low Income",Senior
15174682,"High Income",Adult
12049885,"Low Income",Adult
16447108,"Low Income",Senior
543788,"Low Income",Adult
851528,"High Income",Senior
480176,"High Income",Senior
10879272,"Low Income",Senior
13630984,"Low Income",Senior
963005,"Medium Income",Senior
